Sample Selection at epoch: 1
0,1565885990858078
0,29942965507507324
0,4183661937713623
0,34740597009658813
0,3755870461463928
0,1907535195350647
0,08625346422195435
0,33327874541282654
0,26237720251083374
0,37635743618011475
0,3431693911552429
0,22042231261730194
0,34134745597839355
0,4051182270050049
0,47894981503486633
0,1039792075753212
0,28418853878974915
0,379681259393692
0,23215100169181824
0,16284292936325073
0,3489699959754944
0,3421233892440796
0,39747679233551025
0,3662935793399811
0,18115004897117615
0,3995155394077301
0,2684040665626526
0,15093031525611877
0,5869030356407166
0,17897385358810425
0,21776193380355835
0,5522672533988953
0,4549751281738281
0,2868715822696686
0,10739055275917053
0,15076276659965515
0,26605576276779175
0,3781968951225281
0,25810930132865906
0,20517762005329132
0,4115249216556549
0,22966690361499786
0,1536305844783783
0,3417052626609802
0,2648993134498596
0,21507687866687775
0,1783185452222824
0,3314041495323181
0,311953604221344
0,14060693979263306
0,21603530645370483
0,2797963619232178
0,49965280294418335
0,4408542215824127
0,34407344460487366
0,15733054280281067
0,21267858147621155
0,16663143038749695
0,4582900404930115
0,32392382621765137
0,4144715368747711
0,24601434171199799
0,34147191047668457
0,3536698818206787
0,4173591136932373
0,20836129784584045
0,30614638328552246
0,1542518436908722
0,4787362217903137
0,30552148818969727
0,384660005569458
0,3122108578681946
0,13676923513412476
0,3015725612640381
0,43942344188690186
0,12223473191261292
0,17322051525115967
0,22269856929779053
0,35326623916625977
0,25081467628479004
0,19867250323295593
0,31947413086891174
0,2802022695541382
0,20165109634399414
0,29298755526542664
0,2239559292793274
0,19247502088546753
0,29058149456977844
0,1390986442565918
0,3605796992778778
0,29259544610977173
0,20772621035575867
0,25528383255004883
0,43422749638557434
0,20287692546844482
0,2161792814731598
0,1962915062904358
0,23145073652267456
0,35607844591140747
0,3501136302947998
0,3203311562538147
0,2742961645126343
0,07723681628704071
0,10061335563659668
0,23474973440170288
0,5874000787734985
0,29279017448425293
0,2976185381412506
0,20515583455562592
0,20443545281887054
0,5450212955474854
0,13703766465187073
0,17778006196022034
0,33463388681411743
0,40582573413848877
0,23889046907424927
0,3778156042098999
0,2937220335006714
0,30438315868377686
0,16871671378612518
0,14750026166439056
0,3401229977607727
0,34366002678871155
0,41311198472976685
0,32240402698516846
0,1984238475561142
0,32297855615615845
0,3696310520172119
0,2645084857940674
0,2990293502807617
0,6036390662193298
0,20381653308868408
0,15666207671165466
0,5097105503082275
0,2500157356262207
0,2888142168521881
0,4118139147758484
0,2934853434562683
0,30583396553993225
0,23971474170684814
0,1609659492969513
0,4660423994064331
0,3329971432685852
0,13457222282886505
0,27396008372306824
0,2828173041343689
0,0750197246670723
0,36820289492607117
0,13004979491233826
0,2409597635269165
0,30889007449150085
0,3201003670692444
0,4786987602710724
0,146500825881958
0,14510305225849152
0,2296973615884781
0,5923745632171631
0,2995924651622772
0,13415855169296265
0,2593795657157898
0,3068694472312927
0,26585251092910767
0,16892865300178528
0,5174023509025574
0,3031999468803406
0,19335153698921204
0,1966678500175476
0,30678069591522217
0,13145700097084045
0,4368343949317932
0,113946333527565
0,31776225566864014
0,3165631592273712
0,17047512531280518
0,18067386746406555
0,33228784799575806
0,4745630621910095
0,27176252007484436
0,2322256863117218
0,09272660315036774
0,12274087220430374
0,5523068904876709
0,235981747508049
0,26221632957458496
0,08585771918296814
0,4159442186355591
0,13530771434307098
0,3104522228240967
0,15467974543571472
0,3995603322982788
0,10071660578250885
0,38751220703125
0,16766342520713806
0,34410780668258667
0,174443781375885
0,2996733784675598
0,2999134063720703
0,22596941888332367
0,4540971517562866
0,06262656301259995
0,38410574197769165
0,09917055815458298
0,18053551018238068
0,6051778793334961
0,20554040372371674
0,3992637097835541
0,23858648538589478
0,1566094011068344
0,23307602107524872
0,3531721234321594
0,08206687867641449
0,331684947013855
0,368316650390625
0,374052494764328
0,18861344456672668
0,41312360763549805
0,4104312062263489
0,06652437895536423
0,10992080718278885
0,16684693098068237
0,3691214919090271
0,36431270837783813
0,4616642892360687
0,13522498309612274
0,2933526635169983
0,2427370548248291
0,18548829853534698
0,4167286157608032
0,3437005579471588
0,11440566927194595
0,3553595542907715
0,18653422594070435
0,16996075212955475
0,3885515332221985
0,3652411699295044
0,20627793669700623
0,1333271861076355
0,36687377095222473
0,29352110624313354
0,4175034165382385
0,2633567452430725
0,2988799512386322
0,3245207667350769
0,2712400555610657
0,25846171379089355
0,20310640335083008
0,41926389932632446
0,23863425850868225
0,45405060052871704
0,16377559304237366
0,14353954792022705
0,2943723499774933
0,13325533270835876
0,251954048871994
0,32041826844215393
0,12180723249912262
0,2788509130477905
0,2621462345123291
0,33719563484191895
0,5001511573791504
0,276984304189682
0,33426058292388916
0,2224813997745514
0,2302379012107849
0,14133401215076447
